Descriptor ID,Fitness,Model,R2,Q2,R2Pred_Validation,R2Pred_Test
"[3L, 16L, 126L, 186L, 244L, 265L, 359L, 384L]",0.78,MLR,0.25,-0.67,-0.54,0.22
"[12L, 116L, 181L, 248L, 278L, 305L]",0.56,MLR,0.25,-0.03,-0.4,-0.46
"[104L, 118L, 225L, 317L, 343L]",0.55,MLR,0.12,-0.13,-0.19,-0.22
"[32L, 60L, 85L, 110L, 176L, 236L]",0.59,MLR,0.03,-0.4,0.07,-0.25
"[32L, 81L, 148L, 300L, 360L, 365L]",0.57,MLR,0.13,-0.33,0.05,-0.43
"[4L, 15L, 110L, 175L, 306L, 376L]",0.53,MLR,0.21,-0.05,-0.16,-0.14
"[50L, 329L, 347L, 373L]",0.59,MLR,0.08,-0.15,-0.37,-0.29
"[140L, 160L, 174L, 213L, 252L, 254L, 313L, 362L]",0.57,MLR,0.15,-0.31,0.05,-0.77
"[53L, 65L, 312L]",0.51,MLR,0.03,-0.13,0.09,0.02
"[23L, 31L, 73L, 82L, 280L, 311L, 329L, 336L, 382L]",0.81,MLR,0.23,-0.52,-0.95,-0.73
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L]",0.29,MLR,0.63,0.47,0.25,0.67
"[82L, 130L, 313L]",0.52,MLR,0.06,-0.06,-0.1,-0.06
"[3L, 97L, 123L, 157L, 185L, 197L, 371L, 376L]",0.55,MLR,0.25,-0.2,-0.05,0.13
"[62L, 176L, 180L, 327L]",0.53,MLR,0.05,-0.15,-0.02,-0.15
"[25L, 29L, 87L, 103L, 235L, 274L, 319L, 371L, 380L]",0.59,MLR,0.24,-0.1,-0.4,-0.08
"[22L, 116L, 289L, 303L, 310L, 350L]",0.56,MLR,0.21,-0.04,-0.34,-0.38
"[58L, 76L, 180L, 200L, 245L]",0.55,MLR,0.1,-0.1,-0.2,-0.1
"[50L, 55L, 77L, 264L, 349L]",0.53,MLR,0.24,-0.07,-0.13,-0.03
"[27L, 66L, 142L, 154L, 189L]",2.03,MLR,0.07,-5.03,-0.18,0.06
"[17L, 289L, 342L, 347L]",0.61,MLR,0.21,0.06,-0.83,-0.59
"[120L, 188L, 203L, 209L, 255L, 266L]",0.64,MLR,0.17,-0.29,-0.4,-0.51
"[73L, 92L, 111L, 246L, 313L, 328L]",0.76,MLR,0.24,-0.01,-1.54,-2.29
"[7L, 125L, 157L, 198L, 220L, 252L, 375L]",0.54,MLR,0.28,-0.09,-0.15,0.05
"[31L, 182L, 187L, 198L]",0.37,MLR,0.27,0.14,0.36,0.43
"[53L, 219L, 221L, 277L, 279L, 326L]",0.53,MLR,0.17,-0.09,-0.12,-0.1
"[117L, 130L, 295L, 382L]",0.56,MLR,0.08,-0.12,-0.23,-0.32
"[40L, 216L, 254L, 259L, 265L, 267L, 286L]",0.57,MLR,0.23,-0.18,-0.17,-0.19
"[12L, 74L, 123L, 167L, 207L, 210L]",0.54,MLR,0.34,0.08,-0.45,-0.05
"[43L, 83L, 93L, 193L, 226L, 252L, 299L, 342L, 366L]",0.6,MLR,0.21,-0.18,-0.37,0.03
"[122L, 228L, 267L, 328L, 361L]",0.48,MLR,0.16,-0.08,0.17,0.43
"[99L, 105L, 113L, 213L, 240L, 249L, 287L, 383L]",0.64,MLR,0.15,-0.37,-0.29,-0.62
"[6L, 40L, 128L, 141L, 155L, 167L, 201L, 211L, 305L, 350L, 379L]",0.46,MLR,0.49,0.17,-0.15,0.04
"[17L, 26L, 87L, 112L, 129L, 200L, 366L]",0.5,MLR,0.32,0.05,-0.17,-0.13
"[75L, 110L, 202L, 222L, 255L, 325L, 339L, 362L]",0.74,MLR,0.19,-0.46,-0.62,-0.61
"[138L, 145L, 156L, 230L, 257L, 354L, 366L]",0.48,MLR,0.37,0.11,-0.16,-0.12
"[52L, 120L, 135L, 141L, 187L, 198L]",0.29,MLR,0.63,0.52,0.2,0.68
"[31L, 69L, 129L, 168L, 192L, 205L, 294L]",0.68,MLR,0.28,-0.02,-1.05,-0.62
"[6L, 25L, 116L, 382L]",0.61,MLR,0.09,-0.1,-0.56,-0.57
"[70L, 175L, 192L, 242L, 255L, 258L]",0.48,MLR,0.33,-0.01,0.05,-0.49
"[3L, 10L, 30L, 44L, 60L, 278L, 317L, 332L, 362L]",0.94,MLR,0.28,-0.26,-2.08,-2.55
"[31L, 94L, 115L, 296L, 359L, 375L]",0.71,MLR,0.1,-0.21,-0.91,-0.88
"[25L, 64L, 91L, 93L]",0.63,MLR,0.12,-0.38,-0.18,-0.11
"[34L, 37L, 79L, 275L, 303L, 378L]",0.56,MLR,0.25,-0.1,-0.25,-0.9
"[35L, 90L, 244L, 313L, 340L]",0.53,MLR,0.08,-0.16,-0.0,-0.04
"[40L, 57L, 149L, 316L, 349L]",0.61,MLR,0.01,-0.33,-0.16,-0.41
"[77L, 200L, 372L]",0.5,MLR,0.07,-0.09,0.03,-0.14
"[12L, 49L, 86L, 248L, 275L, 296L, 313L, 339L]",0.55,MLR,0.28,-0.13,-0.17,0.0
"[99L, 100L, 161L, 173L, 210L, 318L]",0.5,MLR,0.09,-0.18,0.23,-0.28
"[100L, 139L, 256L, 271L, 274L, 292L]",0.7,MLR,0.15,-0.36,-0.61,-0.73
"[41L, 73L, 100L, 142L, 175L, 185L, 343L]",0.64,MLR,0.16,-0.18,-0.61,-0.8
"[109L, 302L, 326L, 377L]",0.47,MLR,0.06,-0.1,0.26,0.05
"[11L, 265L, 344L]",0.5,MLR,0.07,-0.06,0.02,0.07
"[27L, 37L, 134L, 184L, 230L, 246L]",0.6,MLR,0.18,-0.22,-0.26,-0.14
"[27L, 124L, 258L, 309L, 338L, 368L]",0.65,MLR,0.22,0.01,-0.92,-0.84
"[193L, 206L, 272L, 297L, 329L]",0.47,MLR,0.24,-0.05,0.13,0.3
"[47L, 57L, 177L, 206L, 274L, 280L, 320L, 358L]",0.58,MLR,0.16,-0.24,-0.14,-0.15
"[52L, 120L, 135L, 141L, 187L, 198L]",0.29,MLR,0.63,0.52,0.2,0.68
"[39L, 106L, 231L, 282L, 289L, 305L, 327L, 343L]",0.6,MLR,0.1,-0.4,0.01,-0.1
"[13L, 37L, 51L, 121L, 284L, 355L]",0.63,MLR,0.27,0.07,-0.93,-0.41
"[34L, 86L, 151L, 254L, 271L, 316L, 317L]",0.58,MLR,0.32,-0.21,-0.18,-0.61
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L]",0.29,MLR,0.63,0.47,0.25,0.67
"[43L, 51L, 184L, 244L, 257L]",0.59,MLR,0.11,-0.51,0.27,-0.14
"[90L, 119L, 129L, 157L, 171L, 187L, 226L, 231L, 273L, 287L, 313L, 347L, 376L]",0.79,MLR,0.62,0.13,-1.95,0.37
"[37L, 130L, 167L, 211L, 224L, 231L, 257L, 294L, 335L, 345L]",0.57,MLR,0.45,0.06,-0.62,-0.59
"[180L, 183L, 242L, 252L, 323L]",0.54,MLR,0.13,-0.25,0.12,0.13
"[109L, 232L, 270L, 310L, 374L, 383L]",0.74,MLR,0.2,-0.03,-1.37,-1.26
"[40L, 77L, 115L, 157L, 238L, 242L, 287L, 323L, 328L, 348L, 352L]",1.02,MLR,0.27,-0.69,-1.83,-1.41
"[35L, 302L, 378L]",0.48,MLR,0.04,-0.08,0.14,-0.04
"[238L, 239L, 283L, 293L, 303L]",0.52,MLR,0.11,-0.11,-0.02,0.05
"[27L, 31L, 38L, 60L, 168L, 177L, 224L, 326L, 361L, 383L]",0.87,MLR,0.35,-0.64,-1.08,-0.72
"[102L, 315L, 330L, 371L]",0.47,MLR,0.14,-0.04,0.15,-0.29
"[12L, 73L, 98L, 165L, 170L, 173L, 311L, 327L]",0.42,MLR,0.44,0.03,0.31,-0.2
"[152L, 190L, 276L, 286L, 364L, 365L, 369L]",0.51,MLR,0.26,0.0,-0.17,-0.09
"[44L, 81L, 220L, 278L]",0.57,MLR,0.13,-0.11,-0.29,-0.71
"[229L, 297L, 312L, 318L, 364L, 375L]",0.49,MLR,0.23,-0.09,0.11,0.18
"[146L, 203L, 239L]",0.54,MLR,-0.01,-0.2,0.04,-0.2
"[48L, 88L, 209L, 239L]",0.55,MLR,0.03,-0.16,-0.12,-0.29
"[37L, 265L, 306L, 352L]",0.5,MLR,0.13,-0.04,-0.06,-0.13
"[68L, 261L, 262L]",0.46,MLR,0.27,0.02,0.11,0.15
"[57L, 144L, 211L, 262L, 315L, 325L, 334L, 378L, 382L]",0.77,MLR,0.23,-0.98,0.06,0.02
"[52L, 200L, 247L, 261L, 304L, 330L]",0.57,MLR,0.16,-0.17,-0.19,-0.01
"[42L, 83L, 215L, 301L, 338L, 353L, 369L]",0.69,MLR,0.18,-0.14,-0.9,-1.05
"[8L, 61L, 98L, 100L, 105L, 107L, 271L]",0.6,MLR,0.24,-0.19,-0.35,-0.75
"[9L, 42L, 66L, 99L, 118L, 314L, 382L]",0.55,MLR,0.15,-0.11,-0.18,0.04
"[52L, 180L, 206L, 210L]",0.55,MLR,0.17,0.0,-0.37,-0.25
"[23L, 54L, 115L, 173L, 204L, 206L, 215L, 245L]",0.54,MLR,0.15,-0.3,0.16,-0.65
"[98L, 129L, 141L, 252L, 353L]",0.67,MLR,0.28,0.12,-1.25,-0.61
"[20L, 21L, 87L, 134L, 147L, 206L, 216L, 351L]",0.54,MLR,0.14,-0.36,0.28,0.2
"[21L, 24L, 35L, 68L, 92L, 111L, 200L, 267L, 304L, 366L]",0.54,MLR,0.37,-0.05,-0.21,-0.01
"[32L, 108L, 145L, 156L, 231L]",0.63,MLR,0.27,0.04,-0.87,-0.69
"[114L, 144L, 149L, 258L, 296L, 297L, 384L]",0.56,MLR,0.07,-0.27,-0.01,-0.19
"[57L, 158L, 163L, 348L, 365L]",0.55,MLR,0.02,-0.26,0.06,0.0
"[27L, 38L, 47L, 102L, 180L, 218L, 252L, 272L, 287L, 312L, 313L, 333L, 353L]",0.9,MLR,0.32,-0.41,-1.66,-0.79
"[50L, 74L, 90L, 212L, 291L, 338L, 378L]",0.55,MLR,0.18,-0.07,-0.25,-1.71
"[58L, 122L, 173L, 201L, 219L, 228L, 251L, 267L, 318L, 341L, 374L]",0.98,MLR,0.3,-0.59,-1.78,-10.79
"[84L, 185L, 200L, 271L, 310L, 342L, 354L]",0.6,MLR,0.34,0.07,-0.8,-1.02
"[142L, 177L, 225L, 250L, 269L, 284L, 316L, 340L]",0.51,MLR,0.21,-0.16,0.14,0.51
"[28L, 208L, 270L, 275L]",0.51,MLR,0.2,-0.01,-0.12,-0.43
"[85L, 169L, 205L, 210L, 241L, 316L]",0.55,MLR,0.15,-0.13,-0.15,-0.45
"[7L, 68L, 156L]",0.48,MLR,0.3,0.15,-0.27,0.06
"[101L, 103L, 141L, 199L, 264L, 286L, 353L, 356L]",0.46,MLR,0.43,0.05,0.06,0.19
"[0L, 23L, 66L, 173L, 193L, 320L, 367L]",0.66,MLR,0.23,-0.05,-0.92,-0.6
"[84L, 214L, 261L, 293L, 294L, 348L]",0.63,MLR,0.21,-0.14,-0.58,-0.17
"[51L, 54L, 131L, 149L, 167L, 184L, 202L, 230L, 309L, 313L]",0.6,MLR,0.4,-0.36,-0.06,0.26
"[67L, 89L, 203L, 207L, 356L, 358L, 365L]",0.57,MLR,0.19,-0.11,-0.28,-0.1
"[12L, 61L, 154L, 184L, 301L, 360L, 366L, 381L]",1.28,MLR,0.17,-2.19,-0.74,-0.76
"[16L, 33L, 34L, 62L, 108L, 138L, 234L, 258L, 326L]",0.56,MLR,0.34,0.02,-0.47,-0.83
"[27L, 51L, 73L, 84L, 107L, 141L, 267L, 276L, 355L, 382L]",0.71,MLR,0.33,-0.28,-0.8,-0.54
"[26L, 296L, 331L, 350L]",1.99,MLR,0.04,-4.94,-0.07,-0.13
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L]",0.29,MLR,0.63,0.47,0.25,0.67
"[52L, 120L, 135L, 141L, 187L, 198L]",0.29,MLR,0.63,0.52,0.2,0.68
"[25L, 53L, 67L, 145L, 154L, 201L, 258L, 265L, 324L]",0.51,MLR,0.2,-0.18,0.14,0.39
"[294L, 343L, 353L]",0.6,MLR,0.07,-0.07,-0.53,-0.68
"[30L, 40L, 100L, 115L, 136L, 142L, 195L, 248L, 360L, 377L]",0.72,MLR,0.4,0.03,-1.34,-0.48
"[50L, 175L, 176L, 186L, 315L, 337L, 377L, 383L]",1.57,MLR,0.23,-3.54,-0.11,-0.17
"[173L, 241L, 256L, 262L, 308L, 319L]",0.56,MLR,0.28,-0.44,0.3,-0.16
"[162L, 183L, 215L, 271L, 272L, 289L, 311L, 324L, 371L]",0.64,MLR,0.21,-0.5,-0.04,-0.09
"[12L, 121L, 123L, 164L, 228L, 229L, 292L, 335L, 384L]",0.91,MLR,0.32,-0.77,-1.1,-0.93
"[9L, 194L, 209L, 231L, 233L, 249L, 255L, 291L, 295L]",0.47,MLR,0.35,-0.08,0.21,-0.1
"[82L, 195L, 279L]",0.53,MLR,0.08,-0.04,-0.2,-0.12
"[78L, 123L, 250L, 330L, 346L, 357L]",0.52,MLR,0.15,-0.12,-0.0,-0.05
"[28L, 79L, 114L, 122L, 224L, 246L, 291L]",0.55,MLR,0.12,-0.24,0.02,-1.09
"[75L, 78L, 106L, 278L]",0.81,MLR,0.16,-0.38,-1.17,-1.31
"[12L, 49L, 156L, 161L, 174L, 181L, 338L, 347L, 357L]",0.62,MLR,0.28,-0.17,-0.45,-0.3
"[207L, 210L, 284L, 289L, 369L]",0.62,MLR,0.04,-0.27,-0.28,-0.16
"[115L, 164L, 165L, 290L, 347L, 360L]",0.65,MLR,0.31,-0.26,-0.5,-0.17
"[17L, 35L, 175L, 378L]",0.45,MLR,0.16,-0.01,0.21,0.2
"[41L, 84L, 93L, 121L, 189L, 234L, 274L, 357L, 361L]",0.57,MLR,0.31,-0.02,-0.42,-0.24
"[66L, 118L, 300L, 319L]",0.56,MLR,0.06,-0.25,0.01,-0.03
"[56L, 58L, 59L, 103L, 108L, 321L, 340L]",0.8,MLR,0.11,-0.73,-0.53,-1.68
"[31L, 48L, 66L, 115L, 124L, 266L]",0.63,MLR,0.1,-0.28,-0.34,-0.48
"[14L, 128L, 187L, 259L, 361L, 382L]",0.66,MLR,0.08,-0.27,-0.55,-0.17
"[98L, 142L, 291L]",0.48,MLR,0.03,-0.08,0.13,-0.28
"[66L, 137L, 198L, 317L]",0.5,MLR,0.23,0.02,-0.12,0.04
"[47L, 200L, 207L, 240L, 250L]",0.52,MLR,0.13,-0.13,0.01,0.05
"[2L, 8L, 28L, 62L, 116L, 152L, 246L]",0.57,MLR,0.26,-0.02,-0.47,-0.38
"[0L, 96L, 154L, 188L, 282L, 335L]",0.69,MLR,0.17,-0.13,-0.92,-0.69
"[6L, 156L, 175L, 177L, 263L, 270L, 291L, 332L, 354L]",0.61,MLR,0.32,-0.15,-0.47,-0.36
"[2L, 9L, 33L, 180L, 194L, 269L, 271L, 290L, 336L]",0.69,MLR,0.29,-0.39,-0.49,-0.48
"[35L, 78L, 80L, 175L, 290L, 327L, 330L, 338L, 357L]",1.65,MLR,0.19,-3.72,-0.26,-0.51
"[43L, 89L, 148L, 269L, 307L, 323L, 335L]",0.63,MLR,0.25,-0.04,-0.72,-0.75
"[19L, 128L, 183L, 307L]",0.52,MLR,0.29,0.16,-0.46,-0.55
"[16L, 166L, 179L, 210L, 346L, 353L]",0.8,MLR,0.21,-0.46,-1.0,-0.77
"[3L, 52L, 120L, 135L, 141L, 165L, 187L, 193L, 198L, 228L]",0.3,MLR,0.64,0.44,0.27,0.67
"[51L, 57L, 291L, 363L]",0.5,MLR,0.05,-0.14,0.14,-0.7
"[33L, 122L, 164L, 167L, 173L, 266L, 267L, 289L, 321L, 384L]",0.56,MLR,0.42,-0.38,0.21,-0.27
"[144L, 199L, 312L, 323L]",0.71,MLR,0.05,-0.75,-0.02,-0.03
"[55L, 215L, 299L, 307L]",0.57,MLR,0.06,-0.12,-0.29,-0.21
"[54L, 66L, 135L, 252L, 255L, 286L, 363L, 370L, 376L]",0.59,MLR,0.16,-0.34,-0.05,-0.21
"[36L, 100L, 106L, 244L, 253L, 368L]",0.74,MLR,0.18,-0.63,-0.35,-1.92
"[112L, 165L, 297L]",0.51,MLR,0.08,-0.05,-0.06,0.11
"[7L, 10L, 59L, 89L, 123L, 140L, 238L, 346L, 347L]",0.73,MLR,0.19,-0.14,-1.16,-0.93
"[66L, 120L, 167L, 195L, 215L, 219L, 253L, 267L, 306L, 369L, 384L]",0.76,MLR,0.56,0.26,-1.96,-6.53
"[58L, 71L, 130L, 152L, 270L]",0.53,MLR,0.25,0.09,-0.4,-0.2
"[1L, 13L, 110L, 155L, 228L, 324L]",0.5,MLR,0.19,-0.08,0.02,0.14
"[17L, 207L, 214L, 254L, 284L, 292L, 337L, 361L]",0.53,MLR,0.26,-0.0,-0.26,-0.24
"[52L, 120L, 135L, 141L, 187L, 198L]",0.29,MLR,0.63,0.52,0.2,0.68
"[19L, 41L, 87L, 104L, 119L, 153L, 258L, 270L, 381L]",0.53,MLR,0.38,0.18,-0.56,-0.72
"[43L, 169L, 183L, 191L, 205L, 244L, 354L, 359L, 370L]",0.69,MLR,0.06,-0.35,-0.55,-0.45
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L]",0.29,MLR,0.63,0.47,0.25,0.67
"[186L, 234L, 278L]",0.54,MLR,0.12,-0.02,-0.26,-0.61
"[72L, 119L, 193L, 261L, 316L, 340L, 377L, 380L]",0.66,MLR,0.27,0.02,-1.01,-0.5
"[76L, 100L, 157L, 230L, 278L, 328L]",0.62,MLR,0.18,-0.22,-0.42,-0.55
"[70L, 138L, 153L, 159L, 205L, 216L]",0.53,MLR,0.2,-0.04,-0.22,-0.14
"[91L, 169L, 207L, 282L, 342L]",0.56,MLR,0.1,-0.09,-0.27,-0.12
"[27L, 169L, 203L, 318L]",0.49,MLR,0.14,-0.05,0.06,-0.18
"[10L, 284L, 334L]",0.51,MLR,0.04,-0.08,-0.05,0.08
"[103L, 148L, 219L, 243L, 259L, 260L, 277L, 285L, 291L, 370L]",1.97,MLR,0.35,-0.41,-7.56,-5.92
"[177L, 193L, 270L, 304L]",0.55,MLR,0.15,0.01,-0.37,-0.19
"[1L, 9L, 55L, 86L, 213L, 216L, 260L, 262L, 367L, 372L]",1.0,MLR,0.29,-1.78,0.12,-0.12
"[17L, 25L, 60L, 172L, 188L, 210L, 270L, 344L, 351L]",0.58,MLR,0.32,-0.13,-0.33,0.31
"[4L, 31L, 186L, 231L, 254L, 315L, 380L, 384L]",1.0,MLR,0.31,-1.76,0.06,0.57
"[1L, 65L, 153L, 158L, 178L, 247L, 288L]",0.6,MLR,0.14,-0.35,-0.08,-0.15
"[57L, 105L, 119L, 140L, 178L, 194L, 251L, 300L, 316L, 343L]",9.21,MLR,0.25,-0.33,-47.88,-630.1
"[62L, 110L, 182L, 197L, 222L, 306L, 345L]",0.56,MLR,0.16,-0.12,-0.21,-0.5
"[149L, 325L, 381L]",0.51,MLR,0.0,-0.18,0.15,-0.13
"[52L, 139L, 250L, 371L]",0.49,MLR,0.09,-0.11,0.13,0.15
"[45L, 119L, 127L, 244L, 263L, 333L, 353L]",0.78,MLR,0.16,-0.25,-1.21,-0.73
"[82L, 96L, 219L, 236L]",0.52,MLR,0.15,0.02,-0.24,-0.15
"[312L, 372L, 382L]",0.51,MLR,0.04,-0.12,0.07,0.07
"[41L, 89L, 136L, 319L, 361L]",0.48,MLR,0.14,-0.05,0.09,-0.06
"[3L, 33L, 64L, 92L, 156L, 199L, 217L, 235L, 306L, 345L]",0.65,MLR,0.46,-0.24,-0.51,0.1
"[31L, 155L, 191L, 269L, 323L, 324L]",0.58,MLR,0.25,0.04,-0.61,-0.24
"[47L, 116L, 210L, 260L, 266L, 276L, 289L, 334L]",0.64,MLR,0.3,-0.35,-0.28,-0.26
"[3L, 31L, 57L, 93L, 109L, 186L, 219L, 242L, 303L]",0.89,MLR,0.31,-0.79,-0.96,-1.88
"[161L, 258L, 326L]",0.5,MLR,0.02,-0.11,0.1,-0.04
"[60L, 76L, 105L, 174L]",0.79,MLR,0.14,-0.96,-0.13,-0.34
"[14L, 77L, 103L, 107L, 150L, 172L, 322L]",0.61,MLR,0.13,-0.24,-0.31,-0.19
"[90L, 138L, 260L]",0.48,MLR,0.27,0.08,-0.13,0.01
"[90L, 118L, 258L, 293L, 319L]",0.57,MLR,0.08,-0.23,-0.1,-0.14
"[93L, 99L, 112L, 136L, 151L, 374L]",0.57,MLR,0.15,-0.12,-0.26,-0.29
"[161L, 262L, 310L, 376L]",0.43,MLR,0.25,0.09,0.14,0.2
"[1L, 35L, 54L, 339L, 344L, 353L, 360L, 380L]",0.79,MLR,0.16,-0.39,-1.04,-0.78
"[48L, 111L, 216L, 259L, 289L]",0.63,MLR,0.1,-0.25,-0.37,-1.32
"[10L, 68L, 130L, 154L, 180L, 293L, 312L, 345L]",0.53,MLR,0.27,0.01,-0.27,0.13
"[50L, 134L, 158L, 183L, 187L, 195L, 285L]",0.6,MLR,0.3,0.02,-0.67,-0.04
"[7L, 54L, 178L, 216L, 256L, 345L]",0.6,MLR,0.1,-0.21,-0.32,-0.18
"[179L, 236L, 251L, 285L, 296L, 354L, 364L, 375L]",16.41,MLR,0.34,-0.17,-88.09,-513.08
"[3L, 23L, 208L]",0.52,MLR,0.03,-0.13,-0.01,-0.25
"[1L, 4L, 21L, 342L]",0.59,MLR,0.07,-0.19,-0.29,-0.28
"[25L, 101L, 107L, 140L, 289L, 365L]",0.65,MLR,0.15,-0.22,-0.55,-0.53
"[77L, 95L, 99L, 108L, 129L, 330L, 349L]",0.63,MLR,0.11,-0.23,-0.45,-0.8
"[42L, 213L, 239L, 262L, 338L, 339L, 378L, 380L]",0.59,MLR,0.33,-0.36,0.03,0.18
"[2L, 28L, 68L, 91L, 119L, 337L, 366L]",0.57,MLR,0.1,-0.22,-0.08,-0.28
"[158L, 241L, 307L]",0.5,MLR,0.03,-0.11,0.08,-0.01
"[19L, 28L, 157L, 172L, 226L, 235L, 242L, 256L, 280L]",0.56,MLR,0.3,-0.28,0.01,-0.0
"[68L, 107L, 144L, 148L, 194L, 260L, 306L, 317L, 321L, 367L]",0.77,MLR,0.34,-0.81,-0.27,-0.35
"[52L, 120L, 135L, 141L, 187L, 198L]",0.29,MLR,0.63,0.52,0.2,0.68
"[5L, 110L, 116L, 156L, 223L, 236L, 257L, 298L, 316L, 368L]",0.73,MLR,0.41,0.11,-1.54,-1.03
"[7L, 40L, 55L, 63L, 81L, 226L, 317L, 339L, 365L]",0.68,MLR,0.14,-0.29,-0.63,-1.26
"[81L, 109L, 124L, 200L, 201L]",0.48,MLR,0.18,-0.03,0.07,0.01
"[46L, 61L, 70L, 88L, 191L, 276L, 368L]",0.54,MLR,0.15,-0.18,-0.04,-0.13
"[3L, 52L, 120L, 135L, 141L, 187L, 193L, 198L]",0.29,MLR,0.63,0.47,0.25,0.67
"[9L, 15L, 30L, 34L]",0.73,MLR,0.22,-0.18,-1.07,-2.46
"[58L, 111L, 227L, 248L, 325L, 344L]",0.54,MLR,0.28,-0.17,-0.06,0.38
"[105L, 128L, 161L, 309L]",0.52,MLR,0.1,-0.06,-0.13,-0.22
"[3L, 52L, 120L, 135L, 141L, 187L, 198L]",0.29,MLR,0.63,0.49,0.22,0.68
"[1L, 40L, 82L, 111L, 117L, 138L, 159L, 182L, 205L, 213L, 223L, 295L, 316L, 355L]",0.74,MLR,0.42,-0.02,-1.4,-2.67
"[6L, 149L, 166L, 284L, 302L, 335L]",0.76,MLR,0.04,-0.38,-0.88,-0.76
"[8L, 38L, 87L, 142L, 144L, 306L]",0.58,MLR,0.16,-0.11,-0.34,-0.35
"[70L, 113L, 182L, 211L, 300L, 372L]",0.58,MLR,0.07,-0.23,-0.15,-0.24
"[18L, 55L, 179L, 182L, 193L, 341L]",0.61,MLR,0.31,0.11,-0.89,-0.25
"[2L, 61L, 94L, 145L, 153L, 326L, 381L]",0.55,MLR,0.16,-0.09,-0.26,-0.05
"[96L, 108L, 163L, 255L, 307L, 311L, 324L, 326L]",0.55,MLR,0.23,-0.05,-0.27,-0.54
"[67L, 127L, 336L, 350L]",0.55,MLR,0.11,-0.06,-0.24,-0.35
"[22L, 28L, 33L, 272L, 340L, 355L, 361L]",0.82,MLR,0.27,-0.23,-1.51,-1.63
"[13L, 98L, 111L, 134L, 139L, 217L, 239L, 259L, 307L, 324L, 333L]",0.66,MLR,0.25,-0.34,-0.39,-1.3
"[253L, 265L, 322L]",0.56,MLR,0.13,-0.05,-0.34,-0.71
"[16L, 19L, 107L, 149L, 150L, 165L, 169L, 171L, 197L, 242L, 272L, 305L, 311L, 315L, 346L, 373L]",0.64,MLR,0.53,-0.41,-0.18,0.25
"[69L, 73L, 195L, 228L, 364L]",0.61,MLR,0.28,0.04,-0.8,-0.25
"[46L, 67L, 158L, 227L, 238L, 281L, 294L, 359L]",0.73,MLR,0.09,-0.35,-0.79,-0.05
"[6L, 126L, 251L, 282L]",2.91,MLR,0.17,0.03,-13.5,-146.36
"[51L, 77L, 169L, 183L, 250L, 267L, 293L]",0.48,MLR,0.27,-0.14,0.23,0.26
"[49L, 84L, 201L, 333L, 354L]",0.79,MLR,0.2,-0.53,-0.85,-0.86
"[8L, 44L, 98L, 162L, 163L, 257L, 262L, 288L, 354L, 378L]",0.9,MLR,0.26,-0.38,-1.66,-1.81
"[131L, 155L, 190L, 208L, 266L, 274L, 324L]",0.62,MLR,0.22,-0.15,-0.53,-0.62
"[12L, 76L, 84L, 197L, 282L, 346L]",0.95,MLR,0.17,-1.1,-0.72,-1.0
"[111L, 112L, 171L, 189L, 199L, 236L, 252L]",1.6,MLR,0.29,-3.69,-0.02,0.38
"[27L, 33L, 98L, 103L, 114L, 143L, 335L, 383L]",0.9,MLR,0.26,-0.18,-2.02,-2.4
"[99L, 117L, 135L, 179L, 188L, 193L, 290L, 300L, 376L]",0.61,MLR,0.14,-0.23,-0.3,-0.49
"[97L, 136L, 192L, 279L, 280L, 301L]",0.59,MLR,0.09,-0.32,-0.06,-0.16
"[4L, 37L, 88L, 97L, 145L, 183L, 328L, 329L, 343L, 381L]",0.58,MLR,0.31,-0.21,-0.2,-0.84
"[5L, 56L, 112L, 115L, 118L, 341L, 356L, 381L]",0.75,MLR,0.26,-0.03,-1.45,-0.87
"[0L, 106L, 190L, 206L, 216L, 262L, 295L]",0.6,MLR,0.28,-0.15,-0.39,-0.42
"[16L, 228L, 288L, 291L, 292L, 328L, 330L]",0.74,MLR,0.35,0.17,-1.73,-1.46
"[12L, 64L, 109L, 119L, 175L]",0.58,MLR,0.18,-0.26,-0.09,-0.23
"[125L, 146L, 179L, 353L]",0.79,MLR,-0.05,-0.35,-1.11,-0.61
"[138L, 251L, 371L]",5.43,MLR,0.24,0.12,-27.67,-324.96
"[64L, 80L, 155L]",0.5,MLR,0.13,0.01,-0.09,0.02
"[111L, 233L, 277L, 304L, 317L, 326L]",0.56,MLR,0.1,-0.22,-0.06,-0.86
"[57L, 101L, 125L, 225L, 268L, 273L, 288L, 340L, 382L]",0.74,MLR,0.16,-0.72,-0.24,-0.45
"[39L, 44L, 71L, 82L, 83L]",0.94,MLR,0.18,-0.89,-1.06,-1.09
"[98L, 137L, 172L, 283L]",0.51,MLR,0.24,0.04,-0.22,-0.01
"[52L, 120L, 135L, 141L, 187L, 198L]",0.29,MLR,0.63,0.52,0.2,0.68
"[49L, 169L, 305L]",0.52,MLR,0.07,-0.07,-0.07,-0.25
"[88L, 99L, 173L, 243L, 319L]",0.43,MLR,0.13,-0.08,0.42,-0.5
"[2L, 59L, 96L, 183L, 208L, 248L, 290L, 304L, 316L, 322L]",0.57,MLR,0.31,-0.29,0.01,0.18
